"","super_opeid","instnm","count","count_pq1","count_pq2","count_pq3","count_pq4","count_pq5","inventor","inventor_pq1","inventor_pq2","inventor_pq3","inventor_pq4","inventor_pq5","top5cit","total_patents","total_cites","share_q1","share_q2","share_q3","share_q4","share_q5","name","par_median","kq5_cond_parq1"
"318",3428,"College Of Charleston",8848,458,675,1156,1802,4757,0.0023734,0.0043668,0,0.0017301,0.0011099,0.0031532,0.0002057,23,178,0.0517631103074141,0.0762884267631103,0.130650994575045,0.203661844484629,0.537635623869801,"College Of Charleston",119500,22.615728
"319",3434,"Furman University",3049,74,164,288,545,1978,0.0039357,0,0,0.0034722,0.0055046,0.0040445,2.32e-05,30,128,0.024270252541817,0.0537881272548376,0.0944571990816661,0.178747130206625,0.648737290915054,"Furman University",156700,31.265175
"320",3482,"Christian Brothers University",1058,100,153,141,242,422,0.0113422,0.02,0,0.0070922,0.0123967,0.014218,0,21,0,0.0945179584120983,0.14461247637051,0.133270321361059,0.228733459357278,0.398865784499055,"Christian Brothers University",97600,40.37569
"321",3509,"University Of Memphis",10416,1116,1695,1891,2548,3166,0.0022081,0.0008961,0.00059,0.0026441,0.0023548,0.0031586,9.13e-05,45,63,0.107142857142857,0.162730414746544,0.181547619047619,0.244623655913978,0.303955453149002,"University Of Memphis",83000,12.260769
"322",3510,"Middle Tennessee State University",15162,1014,1881,2929,4470,4868,0.0012531,0.0009862,0.0015949,0.0010242,0.0013423,0.0012325,6.52e-05,13,9,0.0668777206173328,0.12406015037594,0.1931803192191,0.294815987336763,0.321065822450864,"Middle Tennessee State University",89100,17.062111
"323",3523,"Tennessee Technological University",6146,575,924,1405,1744,1498,0.0060202,0.0034783,0.0021645,0.0085409,0.0063073,0.0066756,0.0001679,37,23,0.0935567849007485,0.150341685649203,0.228603970061829,0.28376179629027,0.24373576309795,"Tennessee Technological University",78400,24.221773
"324",3535,"Vanderbilt University",6817,263,356,580,840,4778,0.0129089,0.0038023,0.008427,0.0137931,0.0130952,0.013604,0.0002926,132,390,0.0385800205368931,0.052222385213437,0.0850814141117794,0.123221358368784,0.700894821769107,"Vanderbilt University",197900,59.296082
"325",3545,"Baylor University",11730,502,897,1308,2132,6891,0.0036658,0.0039841,0.0044593,0.0007645,0.0051595,0.0036279,0.0001605,48,87,0.0427962489343564,0.0764705882352941,0.11150895140665,0.181756180733163,0.587468030690537,"Baylor University",132400,34.165894
"326",3549,"Blinn College",13658,1511,2157,2614,3335,4041,0.0009518,0.0006618,0.0009272,0.0015302,0.0005997,0.0009899,5.37e-06,18,6,0.110631131937326,0.157929418655733,0.191389661736711,0.244179235612828,0.295870552057402,"Blinn College",83400,15.124557
"327",3581,"Lamar University",7083,925,1090,1305,2014,1749,0.0016942,0,0,0.0007663,0.0019861,0.0040023,6.69e-07,13,0,0.130594380912043,0.153889594804461,0.184243964421855,0.284342792602005,0.246929267259636,"Lamar University",77200,21.367563
"328",3584,"Letourneau University",1191,104,198,166,355,368,0.0193115,0.0384615,0.0151515,0.0120482,0.0169014,0.0217391,0,50,128,0.0873215785054576,0.16624685138539,0.139378673383711,0.298068849706129,0.308984047019311,"Letourneau University",85700,42.5354
"329",3594,"University Of North Texas",15127,1014,1742,2390,3717,6264,0.0020493,0,0.0028703,0.0012552,0.0008071,0.0031928,0,31,58,0.0670324585178819,0.115158326171746,0.15799563694057,0.245719574271171,0.414094004098632,"University Of North Texas",98700,22.800844
"330",3599,"University Of Texas - Pan American",7890,3028,2005,1237,953,667,0.0013942,0.0006605,0.0014963,0.0024252,0.0010493,0.0029985,0.0001275,8,8,0.383776932826362,0.254119138149556,0.156780735107731,0.120785804816223,0.0845373891001267,"University Of Texas - Pan American",31700,19.76301
"331",3604,"Rice University",3066,106,166,275,409,2110,0.0335943,0.0188679,0.0301205,0.0254545,0.0220049,0.0379147,0.0009934,143,53,0.0345727332028702,0.0541422048271363,0.0896934116112198,0.133398564905414,0.688193085453359,"Rice University",149200,48.73172
"332",3606,"Sam Houston State University",8705,777,1380,1650,2224,2674,0.0011488,0.001287,0.0021739,0,0.0013489,0.0011219,0,7,108,0.0892590465249856,0.158529580700747,0.189546237794371,0.255485353245261,0.307179781734635,"Sam Houston State University",84000,22.619585
"333",3613,"Southern Methodist University",5500,251,446,495,678,3630,0.0056364,0.0039841,0,0.0080808,0.0058997,0.0060606,2.2e-05,28,47,0.0456363636363636,0.0810909090909091,0.09,0.123272727272727,0.66,"Southern Methodist University",176400,39.727455
"334",3615,"Texas State University",14768,913,1608,2331,3746,6170,0.001896,0,0.0012438,0.001287,0.0021356,0.0024311,6.63e-05,32,102,0.0618228602383532,0.108884073672806,0.15784127843987,0.253656554712893,0.417795232936078,"Texas State University",100900,24.389082
"335",3626,"Tarrant County College District",27358,3194,4917,5714,6903,6630,0.0006579,0.0003131,0.0004068,0,0.0010141,0.0012066,2.21e-05,27,131,0.11674830031435,0.179728050296074,0.208860296805322,0.252321076102054,0.242342276482199,"Tarrant County College District",75400,15.633657
"336",3632,"Texas A&M University",33583,1203,2446,4194,7566,18174,0.0071762,0.003325,0.007359,0.0045303,0.007005,0.0080885,0.0002425,366,785,0.0358216955006998,0.0728344698210404,0.124884614239347,0.225292558735074,0.541166661703838,"Texas A&M University",119400,44.659302
"337",3636,"Texas Christian University",6099,205,435,626,952,3881,0.0031153,0,0.0068966,0.0015974,0.0010504,0.0036073,0,20,66,0.0336120675520577,0.0713231677324151,0.102639777012625,0.156091162485653,0.636333825217249,"Texas Christian University",142700,37.385464
"338",3647,"Trinity University",2686,69,174,294,407,1742,0.0085629,0,0,0.0102041,0.014742,0.0080367,0.0003703,49,62,0.0256887565152643,0.0647803425167535,0.10945644080417,0.151526433358153,0.648548026805659,"Trinity University",153200,47.796207
"339",3656,"University Of Texas At Arlington",8579,847,1330,1567,2042,2793,0.0025644,0.0035419,0,0.0019145,0.003428,0.0032223,1.7e-05,46,0,0.0987294556475114,0.155029723744026,0.182655321132999,0.238023079613009,0.325562419862455,"University Of Texas At Arlington",83600,27.86735
"340",3670,"Brigham Young University",28861,724,1636,3551,7321,15629,0.0103254,0.0110497,0.007335,0.0081667,0.0103811,0.0110692,0.0002729,441,856,0.0250857558643152,0.0566854925331763,0.123038009770971,0.253664114202557,0.54152662762898,"Brigham Young University",119600,29.567873
"341",3671,"Dixie State University",6379,580,966,1545,1882,1406,0.0029785,0.0051724,0.0010352,0.0045307,0.0021254,0.002845,0,26,0,0.0909233422166484,0.151434394105659,0.242200971939175,0.295030569054711,0.220410722683806,"Dixie State University",76900,16.550627
"342",3675,"University Of Utah",13555,568,1208,2045,3529,6205,0.0078938,0.0052817,0.0074503,0.005379,0.0079343,0.009025,0.0003645,133,788,0.0419033566949465,0.0891184064920693,0.150866838804869,0.260346735521948,0.457764662486167,"University Of Utah",107400,30.686914
"343",3677,"Utah State University",12974,573,1351,2788,4156,4106,0.0052413,0.0017452,0.0051813,0.0046628,0.0055342,0.0058451,0.0002003,75,103,0.0441652535840913,0.104131339602281,0.214891321103746,0.320332973639587,0.316479112070294,"Utah State University",91300,16.843842
"344",3679,"Snow College",4304,362,616,1176,1326,824,0.0025558,0.0055249,0.0016234,0.0008503,0.0030166,0.0036408,0,20,25,0.0841078066914498,0.143122676579926,0.273234200743494,0.308085501858736,0.191449814126394,"Snow College",76900,13.990106
"345",3680,"Weber State University",13453,553,1227,2799,4861,4013,0.0023787,0.0018083,0.000815,0.0021436,0.0022629,0.0032395,0,46,172,0.041106072994871,0.0912064223593251,0.208057682301345,0.361332044897049,0.298297777447409,"Weber State University",92000,23.89518
"346",3691,"Middlebury College",2470,66,127,157,267,1853,0.0064777,0,0.007874,0,0.0074906,0.0070157,1.33e-05,10,28,0.0267206477732794,0.051417004048583,0.0635627530364372,0.108097165991903,0.750202429149798,"Middlebury College",219600,54.600014
"347",3696,"University Of Vermont And State Agricultural College",8101,355,699,1139,1715,4193,0.0048142,0.0056338,0.0028612,0.0035119,0.0052478,0.0052468,0.0002525,67,155,0.043821750401185,0.0862856437476855,0.14059992593507,0.211702258980373,0.517590420935687,"University Of Vermont And State Agricultural College",120100,28.593618
"348",3705,"College Of William & Mary",6169,104,271,539,1045,4210,0.0050251,0,0.0073801,0,0,0.0068884,2.84e-05,34,178,0.0168584859782785,0.0439293240395526,0.0873723455989626,0.169395363916356,0.68244448046685,"College Of William & Mary",147100,38.898666
"349",3721,"James Madison University",14985,318,683,1446,3067,9471,0.0027361,0.0062893,0.0014641,0.0027663,0.0016303,0.003062,8.41e-05,56,140,0.0212212212212212,0.0455789122455789,0.0964964964964965,0.204671338004671,0.632032032032032,"James Madison University",134300,40.409702
"350",3727,"Northern Virginia Community College",22619,2235,3092,3882,5126,8284,0.0016358,0.0017897,0.0012937,0.0010304,0.0019508,0.0018107,0,45,1389,0.0988107343383881,0.136699235156285,0.171625624474999,0.226623634997126,0.366240771033202,"Northern Virginia Community College",86200,25.972122
"351",3728,"Old Dominion University",7761,685,1165,1676,2120,2115,0.0021904,0,0.0008584,0.0023866,0.0023585,0.0033097,0,15,41,0.0882618219301636,0.150109521968818,0.21595155263497,0.273160675170725,0.272516428295323,"Old Dominion University",82400,28.022749
"352",3732,"Radford University",7887,395,794,1237,2172,3289,0.0016483,0.0025316,0,0.0016168,0,0.0030404,2e-06,14,0,0.0500824140991505,0.100671991885381,0.156840370229492,0.275389882084443,0.417015341701534,"Radford University",101700,21.964861
"353",3735,"Virginia Commonwealth University",12811,983,1662,2281,3227,4658,0.0032784,0.0020346,0.0012034,0.004384,0.0018593,0.0047231,0.0001587,60,27,0.0767309343532901,0.129732261337913,0.178050113183983,0.251892904535165,0.36359378658965,"Virginia Commonwealth University",90700,27.161657
"354",3744,"University Of Richmond",3321,159,133,198,507,2324,0.0039145,0,0,0,0.0019724,0.0051635,0.0003224,16,0,0.047877145438121,0.0400481782595604,0.0596205962059621,0.152664859981933,0.699789220114423,"University Of Richmond",180600,36.996113
"355",3745,"University Of Virginia",13592,382,661,1145,2122,9282,0.0080194,0,0.0060514,0.0061135,0.0089538,0.0085111,0.0002986,206,271,0.0281047675103002,0.0486315479693938,0.084240729841083,0.156121247792819,0.682901706886404,"University Of Virginia",151000,51.817711
"356",3746,"University Of Mary Washington",3682,77,167,363,802,2273,0.0027159,0,0,0.0027548,0.0012469,0.0035196,0.0002617,11,1,0.0209125475285171,0.0453557848995111,0.0985877240630092,0.217816404128191,0.617327539380771,"University Of Mary Washington",133800,60.73106
"357",3749,"George Mason University",9661,640,1011,1336,2028,4646,0.0026912,0.003125,0.0019782,0.0022455,0.0019724,0.0032286,2.42e-06,23,26,0.0662457302556671,0.104647552013249,0.138287961908705,0.209916157747645,0.480902598074733,"George Mason University",107500,50.281109
"358",3753,"Virginia Military Institute",1388,81,100,158,335,714,0.0072046,0.0123457,0.01,0,0.0119403,0.0056022,3.74e-05,16,15,0.05835734870317,0.0720461095100865,0.113832853025937,0.24135446685879,0.514409221902017,"Virginia Military Institute",116700,43.327759
"359",3754,"Virginia Polytechnic Institute & State University",21219,625,1270,2396,4682,12246,0.0132428,0.0112,0.0062992,0.009182,0.0089705,0.0164952,0.0005932,499,666,0.0294547339648428,0.0598520194165606,0.112917668127621,0.220651303077431,0.577124275413544,"Virginia Polytechnic Institute & State University",123300,47.519272
"360",3769,"Bellevue College",8886,610,904,1385,2285,3702,0.0040513,0.0065574,0.0033186,0.001444,0.0061269,0.0035116,0.0002336,49,228,0.0686473103758722,0.101733063245555,0.155863155525546,0.257146072473554,0.416610398379473,"Bellevue College",97000,22.94879
"361",3773,"Clark College",7391,663,1056,1605,2299,1768,0.0014883,0.0015083,0.000947,0.0018692,0.0008699,0.0022624,0.0001365,17,64,0.0897036936815045,0.142876471384116,0.217156000541199,0.311053984575835,0.239209849817345,"Clark College",82100,13.531354
"362",3778,"Gonzaga University",3574,148,232,448,766,1980,0.0081142,0.0067568,0.0086207,0.0022321,0.0078329,0.009596,0.0002762,31,135,0.0414101846670397,0.0649132624510353,0.125349748181309,0.214325685506435,0.55400111919418,"Gonzaga University",121100,29.727905
"363",3785,"Pacific Lutheran University",2776,120,274,500,748,1134,0.0061239,0.0083333,0,0.006,0.0093583,0.005291,0,26,10,0.0432276657060519,0.0987031700288184,0.180115273775216,0.269452449567723,0.40850144092219,"Pacific Lutheran University",100900,28.835831
"364",3788,"Seattle Pacific University",2931,143,225,500,789,1274,0.0044353,0.006993,0,0.004,0.0050697,0.0047096,0.0017361,40,75,0.0487888092801092,0.0767656090071648,0.170590242238144,0.269191402251791,0.434663937222791,"Seattle Pacific University",104200,30.207222
"365",3790,"Seattle University",2583,145,211,459,648,1120,0.0058072,0,0,0.0087146,0.0015432,0.0089286,0.0007615,47,23,0.0561362756484708,0.0816879597367402,0.177700348432056,0.250871080139373,0.43360433604336,"Seattle University",105700,40.272156
"366",3797,"University Of Puget Sound",2787,84,197,295,616,1595,0.0071762,0,0.0050761,0.0067797,0.0081169,0.0075235,0.0003679,28,0,0.0301399354144241,0.0706853247219232,0.105848582705418,0.22102619303911,0.572299964119125,"University Of Puget Sound",129700,32.349213
"367",3798,"University Of Washington System",22467,1476,2016,3153,5202,10620,0.0133529,0.0094851,0.0109127,0.0072946,0.0136486,0.0160075,0.0011135,613,1439,0.0656963546534918,0.0897316063559888,0.140339164107357,0.231539591400721,0.472693283482441,"University Of Washington System",108100,45.585972
"368",3800,"Washington State University",12977,616,1133,2091,3481,5656,0.0056253,0.0032468,0.0061783,0.0047824,0.00316,0.0076025,0,122,897,0.047468598289281,0.0873083147106419,0.161131232180011,0.268243815982122,0.435848038837944,"Washington State University",104200,32.862625
"369",3802,"Western Washington University",10996,379,851,1633,3094,5039,0.0067297,0.0105541,0.0035253,0.0067361,0.0064641,0.0071443,0.0007985,218,454,0.0344670789377956,0.077391778828665,0.148508548563114,0.28137504547108,0.458257548199345,"Western Washington University",108100,33.458622
"370",3803,"Whitman College",1666,37,86,153,293,1097,0.0078031,0,0.0232558,0,0.0068259,0.0082042,8.26e-06,27,153,0.0222088835534214,0.0516206482593037,0.0918367346938776,0.175870348139256,0.658463385354142,"Whitman College",138200,32.778927
"371",3815,"Marshall University",9287,963,1393,2125,2602,2204,0.0012921,0,0.0014358,0.0009412,0.001153,0.0022686,9.58e-05,0,34,0.103693334769032,0.149994616130074,0.22881447184236,0.280176590933563,0.23732098632497,"Marshall University",76400,17.601807
"372",3856,"Lawrence University Of Wisconsin",1375,46,94,229,346,660,0.0072727,0,0,0.0087336,0.0028902,0.0106061,0,15,7,0.0334545454545455,0.0683636363636364,0.166545454545455,0.251636363636364,0.48,"Lawrence University Of Wisconsin",111600,25.143772
"373",3863,"Marquette University",7675,223,478,748,1892,4334,0.0100326,0.0134529,0.0062762,0.0147059,0.0073996,0.0106138,0.0006763,123,216,0.0290553745928339,0.0622801302931596,0.0974592833876222,0.246514657980456,0.564690553745928,"Marquette University",124800,41.631222
"374",3868,"Milwaukee School Of Engineering",1755,39,177,345,600,594,0.0615385,0.025641,0.0677966,0.0463768,0.05,0.0824916,0.0035619,122,104,0.0222222222222222,0.100854700854701,0.196581196581197,0.341880341880342,0.338461538461538,"Milwaukee School Of Engineering",91700,50.07732
"375",3932,"University Of Wyoming",6645,372,793,1409,2091,1980,0.0037622,0.0026882,0.001261,0.0028389,0.0057389,0.0035354,8.58e-06,34,20,0.0559819413092551,0.11933784800602,0.212039127163281,0.314672686230248,0.297968397291196,"University Of Wyoming",90100,30.202293
"376",3954,"University Of Central Florida",21490,1682,2947,4201,5388,7272,0.0053048,0.0041617,0.002036,0.0054749,0.0057535,0.0064631,0.0002321,190,669,0.0782689623080502,0.137133550488599,0.19548627268497,0.250721265704979,0.338389948813402,"University Of Central Florida",91200,35.995388
"377",3961,"Harper College",9718,780,1101,1702,2744,3391,0.0012348,0.0025641,0.0009083,0.0017626,0.0007289,0.0011796,2.15e-05,11,3,0.0802634286890307,0.113294916649516,0.175138917472731,0.282362626054744,0.348940111133978,"Harper College",88900,14.764174
"378",4003,"Central Texas College District",22182,4666,5615,5595,4199,2107,0.0008115,0.0006429,0.0008905,0.0003575,0.0009526,0.0018984,0,42,583,0.210350734830042,0.253133171039582,0.252231539085745,0.189297628707961,0.0949869263366694,"Central Texas College District",51800,19.0961
"379",4027,"Utah Valley University",16911,936,1824,3595,4977,5579,0.0031341,0.0010684,0.0027412,0.001669,0.0030139,0.0046603,0.0001174,83,714,0.0553485896753592,0.107858790136597,0.212583525515936,0.29430548163917,0.329903613032937,"Utah Valley University",89800,18.545399
"380",4076,"Kirkwood Community College",13331,1158,2101,3440,4121,2511,0.0009752,0.0008636,0.0009519,0.0017442,0.0009706,0,0,17,37,0.0868652014102468,0.157602580451579,0.258045157902633,0.309129097592079,0.188357962643463,"Kirkwood Community College",75000,11.260071
"381",4452,"Montgomery County Community College",7863,599,1092,1576,2408,2188,0.001399,0.0016694,0,0.001269,0.0008306,0.0027422,0,18,33,0.0761795752257408,0.138878290728729,0.200432404934503,0.306244435965916,0.27826529314511,"Montgomery County Community College",85200,15.464151
"382",4641,"Dunwoody College Of Technology",1704,110,190,339,563,502,0.0076291,0,0.0052632,0.0147493,0.0071048,0.0059761,3.09e-06,14,2,0.0645539906103286,0.11150234741784,0.198943661971831,0.330399061032864,0.294600938967136,"Dunwoody College Of Technology",89100,40.861748
"383",4673,"Baker College",15640,2961,3304,3609,3703,2063,0.0006394,0,0.0006053,0.0002771,0.0010802,0.0014542,3.09e-06,3,8,0.189322250639386,0.211253196930946,0.230754475703325,0.236764705882353,0.13190537084399,"Baker College",61400,5.3038092
"384",4742,"Central New Mexico Community College",15802,3323,3641,3599,3196,2043,0.0007594,0.0009028,0.0005493,0.0002779,0.0006258,0.0019579,3.19e-07,16,29,0.210289836729528,0.230413871661815,0.227755980255664,0.202252879382357,0.129287431970637,"Central New Mexico Community College",54500,7.3481836
"385",4844,"Wake Technical Community College",7098,758,1153,1363,1803,2021,0.0015497,0,0,0.0014674,0.0016639,0.0029688,0,20,29,0.106790645252184,0.162440123978586,0.192025922795154,0.254015215553677,0.2847280924204,"Wake Technical Community College",78900,9.1829786
"386",4878,"Clackamas Community College",5977,620,1056,1492,1797,1012,0.0016731,0,0,0.0020107,0.0038954,0,0.0001609,15,129,0.103730968713401,0.17667726284089,0.249623556968379,0.30065250125481,0.16931571022252,"Clackamas Community College",73400,11.708506
"387",5220,"Salt Lake Community College",17404,1173,2229,4023,5528,4451,0.001379,0,0.0008973,0.0007457,0.0005427,0.0035947,5.47e-05,43,813,0.0673982992415537,0.128074005975638,0.231153757756837,0.317628131464031,0.25574580556194,"Salt Lake Community College",82500,15.279812
"388",5294,"Waukesha County Technical College",4512,197,467,914,1600,1334,0.0026596,0,0.0021413,0.0032823,0.003125,0.0022489,1.77e-05,43,83,0.0436613475177305,0.103501773049645,0.202570921985816,0.354609929078014,0.295656028368794,"Waukesha County Technical College",91000,13.862456
"389",6656,"College Of Du Page",15590,1364,1859,2614,4247,5506,0.000898,0.0021994,0.0010758,0,0.0004709,0.0012713,7.55e-06,15,13,0.0874919820397691,0.119243104554201,0.167671584348942,0.272418216805645,0.353175112251443,"College Of Du Page",85900,13.170688
"390",6750,"Valencia College",22616,3918,5138,5261,4597,3702,0.0013265,0.0010209,0.0009731,0.0013305,0.0015227,0.0018909,4.41e-05,41,133,0.173240183940573,0.227184294304917,0.232622921825256,0.203263176512204,0.16368942341705,"Valencia College",62000,13.627251
"391",6753,"Illinois Central College",8582,753,1091,1921,2840,1977,0.0020974,0,0.0009166,0.0010411,0.0028169,0.0035407,0.0002297,19,18,0.0877417851316709,0.127126543929154,0.22384059659753,0.330925192262876,0.23036588207877,"Illinois Central College",82800,12.416215
"392",6771,"College For Creative Studies",498,12,38,79,117,252,0.062249,0.1666667,0.0526316,0.0506329,0.034188,0.0753968,0.0174667,123,319,0.0240963855421687,0.0763052208835341,0.15863453815261,0.234939759036145,0.506024096385542,"College For Creative Studies",98300,18.09675
"393",6867,"Columbus State Community College",17603,1923,3208,4207,4708,3557,0.0007385,0.00052,0.0006234,0.0004754,0.001062,0.0008434,3.15e-05,23,35,0.10924274271431,0.182241663352838,0.238993353405669,0.267454411179913,0.20206782934727,"Columbus State Community College",72400,9.8663645
"394",7120,"Des Moines Area Community College",11857,1191,2073,3015,3545,2033,0.0010964,0,0.0014472,0.000995,0.0008463,0.0019675,0.0001721,20,27,0.100446993337269,0.174833431728093,0.254280172050266,0.298979505777178,0.171459897107194,"Des Moines Area Community College",72600,9.0053339
"395",7470,"Art Institute Of Pittsburgh",3789,567,801,920,838,663,0.0047506,0.0035273,0.0087391,0.0043478,0.0011933,0.0060332,0.000785,53,52,0.149643705463183,0.211401425178147,0.242808128793877,0.221166534705727,0.174980205859066,"Art Institute Of Pittsburgh",63800,11.945039
"396",7531,"Academy Of Art University",2195,219,278,399,457,842,0.0068337,0.0091324,0.0107914,0.0025063,0.0021882,0.0095012,0.0008868,22,32,0.0997722095671982,0.126651480637813,0.181776765375854,0.208200455580866,0.383599088838269,"Academy Of Art University",92300,17.490002
"397",7692,"Moraine Valley Community College",11740,980,1390,2228,3819,3323,0.0011925,0.0010204,0.0014388,0.0008977,0.0002618,0.0024075,0.0001687,28,44,0.0834752981260647,0.11839863713799,0.189778534923339,0.325298126064736,0.283049403747871,"Moraine Valley Community College",87200,16.800831
"398",7694,"College Of Lake County",7666,630,1035,1362,2266,2373,0.0013045,0,0.0009662,0,0.0008826,0.0029499,0,16,637,0.0821810592225411,0.135011740151318,0.177667623271589,0.295590920949648,0.309548656404905,"College Of Lake County",88400,15.827456
"399",7870,"Hillsborough Community College",15124,2579,3541,3706,3208,2090,0.0007273,0,0.0002824,0.0005397,0.0012469,0.0019139,2.09e-05,36,178,0.170523670986511,0.234131182226924,0.245040994445914,0.212113197566781,0.138190954773869,"Hillsborough Community College",63700,12.052735
"400",8244,"Johnson County Community College",12841,843,1535,2569,3550,4344,0.0010903,0.0011862,0.0019544,0.0011678,0.0008451,0.0009208,1.97e-06,19,35,0.0656490927497858,0.119538976715209,0.200062300443891,0.276458219764816,0.338291410326299,"Johnson County Community College",91100,14.60851
"401",8903,"College Of The Canyons",9011,865,1238,1532,2144,3232,0.0011098,0,0,0.0006527,0.0013993,0.0018564,0,26,123,0.0959937853734325,0.13738763733215,0.170014426811675,0.237931417156808,0.358672733325935,"College Of The Canyons",88200,16.967331
"402",8906,"Macomb Community College",17719,1266,2028,3047,5494,5884,0.001298,0.0007899,0.0004931,0.0009846,0.0014561,0.0016995,0.0001259,90,406,0.0714487273548169,0.114453411592076,0.171962300355551,0.310062644618771,0.332072916078785,"Macomb Community College",93000,16.146315
"403",8918,"Saddleback College",10028,794,1110,1629,2144,4351,0.0019944,0.0012594,0.0018018,0.0018416,0.0032649,0.0016088,0.0001107,63,383,0.0791783007578779,0.110690067810132,0.162445153570004,0.213801356202633,0.433885121659354,"Saddleback College",100600,16.493496
"404",9058,"Bethel University of Saint Paul, MN",2950,83,246,503,850,1268,0.0054237,0,0.004065,0.0019881,0.0070588,0.0063091,0,22,25,0.028135593220339,0.0833898305084746,0.170508474576271,0.288135593220339,0.429830508474576,"Bethel University of Saint Paul, MN",1e+05,16.158012
"405",9256,"Moraine Park Technical College",4261,275,657,1236,1553,540,0.0039897,0,0.0030441,0.0016181,0.0051513,0.0092593,0.0004493,40,89,0.0645388406477353,0.154189157474771,0.290072752874912,0.364468434639756,0.126730814362826,"Moraine Park Technical College",74900,8.280591
"406",9275,"Northern Kentucky University",9234,626,1157,1892,3137,2422,0.0014078,0,0.0008643,0.0015856,0.0009563,0.0024773,0.0001683,15,17,0.0677929391379684,0.125297812432315,0.204894953432965,0.339722763699372,0.262291531297379,"Northern Kentucky University",86400,14.358182
"407",9345,"Richard Stockton College Of New Jersey",4319,320,490,707,1253,1549,0.0025469,0.003125,0.0040816,0,0.0015962,0.0038735,0,11,11,0.0740912248205603,0.113452188006483,0.163695299837925,0.290113452188006,0.358647835147025,"Richard Stockton College Of New Jersey",92700,27.958611
"408",9741,"University Of Texas At Dallas",3772,240,385,596,900,1651,0.009544,0,0.012987,0.0067114,0.01,0.0109025,0,37,48,0.063626723223754,0.102067868504772,0.158006362672322,0.238600212089077,0.437698833510074,"University Of Texas At Dallas",100800,42.036186
"409",9763,"Tulsa Community College",10879,1437,2130,2467,2736,2109,0.001103,0.0013918,0.000939,0.0016214,0.0010965,0.0004742,9.05e-06,32,61,0.132089346447284,0.195790054232926,0.226767166099825,0.251493703465392,0.193859729754573,"Tulsa Community College",69800,12.528336
"410",9841,"University Of North Florida",7534,509,1064,1667,2181,2113,0.0021237,0,0.0028195,0.0005999,0.0022925,0.0033128,0.0002616,21,105,0.0675603928855854,0.141226440138041,0.221263604990709,0.28948765595965,0.280461906026015,"University Of North Florida",88900,27.209076
"411",9896,"Oakton Community College",6176,732,986,1198,1475,1785,0.0017811,0.0013661,0.0010142,0.0008347,0.0020339,0.0028011,0,21,23,0.118523316062176,0.159650259067358,0.193976683937824,0.238827720207254,0.289022020725389,"Oakton Community College",75500,17.915272
"412",10149,"Pepperdine University",2857,152,228,390,525,1562,0.0038502,0.0065789,0,0,0.0038095,0.0051216,0.0003209,26,238,0.0532026601330067,0.07980399019951,0.136506825341267,0.183759187959398,0.546727336366818,"Pepperdine University",124100,43.098839
"413",10195,"Art Institute Of Fort Lauderdale",2237,491,504,422,381,439,0.0053643,0,0.0039683,0.0023697,0.007874,0.0136674,0.0008816,47,106,0.219490388913724,0.225301743406348,0.18864550737595,0.170317389360751,0.196244970943228,"Art Institute Of Fort Lauderdale",55400,12.475056
"414",10684,"Erie Community College",11930,1746,2026,2784,3334,2040,0.0010897,0,0.0009872,0.0014368,0.0011998,0.0014706,0,12,34,0.146353730092205,0.169823973176865,0.23336127409891,0.279463537300922,0.170997485331098,"Erie Community College",72400,10.450539
"415",11145,"Lone Star College-North Harris",25985,3260,4577,5199,6110,6839,0.0010775,0.0009202,0.0008739,0.0009617,0.0016367,0.0008773,1.98e-06,72,381,0.125456994419858,0.176140080815855,0.200076967481239,0.235135655185684,0.263190302097364,"Lone Star College-North Harris",75900,16.714405
"416",11644,"University Of Maryland University College",19768,3805,4937,4894,4019,2113,0.0007082,0.0007884,0.0006077,0.0002043,0.0014929,0.0004733,6.3e-05,32,24,0.192482800485633,0.249747065965196,0.247571833265884,0.203308377175233,0.106889923108053,"University Of Maryland University College",53900,21.250486
"417",11649,"Loyola Marymount University",5040,276,411,552,809,2992,0.0041667,0,0.0048662,0.0036232,0.0024722,0.0050134,0.0004134,32,19,0.0547619047619048,0.081547619047619,0.10952380952381,0.160515873015873,0.593650793650794,"Loyola Marymount University",131800,45.875202
"418",20662,"New School, The",2691,273,318,315,428,1357,0.0059457,0,0,0,0.0023364,0.0110538,0.0008182,79,124,0.101449275362319,0.118171683389075,0.117056856187291,0.159048680787811,0.504273504273504,"New School, The",95800,27.256021
"419",20771,"Milwaukee Institute Of Art & Design",640,60,67,130,170,213,0.0203125,0,0,0.0076923,0.0176471,0.0422535,0.0063899,124,358,0.09375,0.1046875,0.203125,0.265625,0.3328125,"Milwaukee Institute Of Art & Design",89200,37.643314
"420",20789,"Art Institute Of Colorado",2433,306,455,504,505,663,0.0053432,0.0098039,0,0,0.0059406,0.0105581,0.0008275,29,62,0.12577065351418,0.187011919441019,0.207151664611591,0.207562679819153,0.272503082614057,"Art Institute Of Colorado",74200,13.524294
"421",21415,"Savannah College Of Art And Design",4675,253,448,642,1004,2328,0.0094118,0.0158103,0.0022321,0.0093458,0.0089641,0.0103093,0.0025345,160,417,0.0541176470588235,0.0958288770053476,0.137326203208556,0.21475935828877,0.497967914438503,"Savannah College Of Art And Design",114900,18.872763
